Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
3.000,919580,-4.807557,3.801992,8.595184,-0.488959,1.245179,0.967259
3.020,919600,-4.362236,4.003105,8.748413,-0.531593,1.040003,0.770609
3.040,919620,-4.122815,3.960010,8.528147,-0.478433,0.728508,0.616594
3.060,919640,-4.113238,3.442862,8.437167,-0.381974,0.403957,0.488692
3.080,919660,-4.209007,2.700660,8.475474,-0.338940,0.151884,0.423542
3.100,919680,-4.884171,2.758120,8.547300,-0.357859,0.027446,0.347067
3.120,919700,-4.323928,3.854665,8.240842,-0.278453,-0.045565,0.158945
3.140,919720,-3.189077,4.309563,8.293514,-0.126436,-0.195583,0.021983
3.160,919740,-3.758897,3.711013,9.097966,-0.086201,-0.359591,0.031576
3.180,919760,-4.242526,3.667917,9.773131,-0.168538,-0.352263,-0.033308
3.200,919780,-3.198653,4.836287,9.797073,-0.162409,-0.331213,-0.162809
3.220,919800,-1.757344,5.540183,9.696517,-0.021317,-0.367452,-0.181328
3.240,919820,-2.068590,4.568137,9.830592,0.014123,-0.402758,-0.105119
3.260,919840,-3.040636,3.763685,9.773131,-0.046364,-0.358126,-0.123639
3.280,919860,-3.768473,3.687071,9.672575,-0.061020,-0.228758,-0.194917
3.300,919880,-3.572149,4.266468,9.619903,-0.055291,-0.041035,-0.193851
3.320,919900,-3.361459,4.649539,9.777920,-0.010658,0.066616,-0.153083
3.340,919920,-3.543418,4.161122,9.816227,0.029977,0.090597,-0.209839
3.360,919940,-4.390966,3.351882,9.203311,0.024781,0.026513,-0.279652
3.380,919960,-5.439626,3.126827,8.327033,0.039570,-0.033974,-0.357193
3.400,919980,-5.468357,3.145981,8.020576,0.038237,-0.011724,-0.383173
3.420,920000,-4.812346,3.337517,7.771579,-0.036505,0.027979,-0.282850
3.440,920020,-4.453215,3.744531,7.182605,-0.090064,-0.025847,-0.102455
3.460,920040,-4.367024,4.089296,6.756437,-0.034507,-0.109116,0.022516
3.480,920060,-4.314352,3.610456,6.378153,0.054891,-0.131766,0.057023
3.500,920080,-5.214571,3.236961,6.272809,0.025980,-0.155881,-0.043300
3.520,920100,-4.999093,4.209007,6.880936,0.024914,-0.213570,-0.177597
3.540,920120,-5.070919,5.377377,7.402872,-0.120175,-0.140426,-0.028778
3.560,920140,-4.960786,7.091625,7.766790,-0.214769,-0.031443,0.089931
3.580,920160,-4.668694,8.025364,7.910442,-0.138161,0.011591,0.017320
3.600,920180,-4.678270,7.977480,7.838616,-0.050761,0.036505,-0.076608
3.620,920200,-4.539406,6.823475,8.379706,-0.036505,0.084202,-0.148420
3.640,920220,-4.137180,6.502652,8.317456,-0.135096,0.049828,-0.037571
3.660,920240,-4.793192,6.143522,8.159439,-0.202645,-0.076874,-0.012923
3.680,920260,-5.243302,5.348647,7.766790,-0.189322,-0.159478,-0.119908
3.700,920280,-5.559336,3.940856,7.436390,-0.173201,-0.123239,-0.156014
3.720,920300,-5.415684,3.538630,7.010222,-0.138694,-0.047430,-0.149485
3.740,920320,-3.816358,3.270479,7.292738,-0.025714,0.065816,-0.154149
3.760,920340,-1.934515,3.768473,7.618350,0.019585,0.065283,0.062619
3.780,920360,-1.436521,4.261679,7.182605,0.053026,-0.030110,0.353329
3.800,920380,-3.586514,1.867477,8.221688,-0.004130,-0.119375,0.569830
3.820,920400,-6.028600,0.574608,10.299856,-0.503614,0.008260,0.696666
3.840,920420,-3.658340,3.782839,10.319010,-0.834427,0.210372,0.677881
3.860,920440,-1.063026,6.813898,8.757990,-0.707858,0.169204,0.839890
3.880,920460,-2.896984,5.147533,9.399636,-0.259534,0.082337,0.827499
3.900,920480,-4.419696,2.600103,10.285490,-0.034107,0.202911,0.523998
3.920,920500,-4.309563,3.280056,10.132261,-0.091397,0.180662,0.153482
3.940,920520,-3.902549,4.975151,9.600749,0.002265,0.149086,-0.201179
3.960,920540,-3.873818,5.066131,9.241618,0.059288,0.194784,-0.285914
3.980,920560,-3.165135,5.013458,8.384495,0.029444,0.215968,-0.191853
4.000,920580,-3.758897,4.419696,7.723695,0.056623,0.055424,-0.171735
4.020,920600,-4.616021,3.485958,7.378930,0.055158,-0.148286,-0.263132
4.040,920620,-5.243302,3.624821,6.833052,-0.059288,-0.195583,-0.189055
4.060,920640,-4.979939,4.960786,6.325481,-0.138161,-0.047164,-0.111248
4.080,920660,-4.343082,5.492299,6.454768,-0.083802,-0.000799,-0.145755
4.100,920680,-5.583278,4.965574,7.441179,-0.158145,-0.063285,-0.131233
4.120,920700,-5.817910,5.784391,7.967903,-0.311628,0.100723,-0.165606
4.140,920720,-3.840300,6.770802,7.608773,-0.290178,0.193452,-0.145888
4.160,920740,-2.609680,6.876147,8.010999,-0.248743,0.042501,0.031309
4.180,920760,-3.203442,6.469133,8.154651,-0.241681,-0.111648,0.159611
4.200,920780,-3.936068,5.765238,8.111555,-0.255404,-0.191054,0.140825
4.220,920800,-3.806781,5.386954,8.121132,-0.237951,-0.247410,0.076208
4.240,920820,-3.888184,4.496311,7.939173,-0.236352,-0.202112,0.036106
4.260,920840,-4.108450,4.304775,7.666234,-0.205842,-0.079139,-0.043966
4.280,920860,-3.706224,4.280833,7.987057,-0.039436,0.015322,-0.173734
4.300,920880,-2.829947,3.375824,8.829816,0.074210,0.024248,-0.118176
4.320,920900,-2.355895,2.121263,8.346188,0.145755,-0.077141,0.020384
4.340,920920,-3.064578,1.934515,10.022128,0.023049,-0.090464,-0.027979
4.360,920940,-4.458004,3.538630,11.669339,-0.251541,0.086067,-0.183060
4.380,920960,-3.423708,4.754885,10.994174,-0.013723,0.108184,-0.278720
4.400,920980,-3.122039,4.228160,9.619903,0.338407,-0.103121,-0.015855
4.420,921000,-2.279280,3.371036,9.016563,0.583153,-0.158279,0.315225
4.440,921020,-4.079720,2.336741,8.542512,0.428472,-0.178130,0.375446
4.460,921040,-6.363788,2.901772,9.050082,0.192919,-0.029444,0.038104
4.480,921060,-3.035848,5.774815,7.872135,0.277254,-0.014655,-0.282717
4.500,921080,-2.078167,6.354211,7.498640,0.290844,-0.265796,-0.187323
4.520,921100,-5.329493,5.607220,7.551312,0.001998,-0.335876,-0.089931
4.540,921120,-5.621585,7.378930,7.024588,-0.116977,-0.251940,-0.226360
4.560,921140,-5.937620,8.298303,5.066131,-0.060221,-0.043567,-0.341205
4.580,921160,-7.465121,6.320693,5.741296,0.049296,0.227692,-0.398761
4.600,921180,-5.272032,4.376601,8.724471,-0.115645,0.293775,-0.510276
4.620,921200,-3.663129,4.505888,8.350976,-0.416747,0.034507,-0.164674
4.640,921220,-3.447650,6.497863,5.904101,-0.246078,-0.161743,0.453386
4.660,921240,-3.222595,5.267244,6.200983,0.241415,-0.111648,0.590348
4.680,921260,-4.525041,2.533065,7.345411,0.274989,-0.155881,0.358792
4.700,921280,-5.161899,2.432509,7.177817,0.129900,-0.170403,-0.006662
4.720,921300,-3.912126,3.648763,6.320693,0.132565,-0.022783,0.050361
4.740,921320,-1.096544,3.634398,8.188169,0.133764,-0.022116,0.175199
4.760,921340,-2.140416,5.118803,8.848969,-0.242881,-0.056890,0.091530
4.780,921360,-2.240973,6.579266,10.319010,-0.186657,0.305899,0.230490
4.800,921380,-1.379060,4.525041,13.412318,-0.173734,0.291243,0.272591
4.820,921400,-2.432509,5.281609,13.192051,-0.511475,0.081005,0.066749
