Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
4.800,120660,6.521805,5.396531,6.373365,-0.283116,-0.004930,-0.073544
4.820,120680,6.378153,5.386954,6.344635,-0.247810,0.005063,-0.118443
4.840,120700,6.009446,5.329493,6.478710,-0.204910,0.020118,-0.144423
4.860,120720,5.827487,5.286397,6.531382,-0.173334,0.027979,-0.137894
4.880,120740,5.674258,5.377377,6.507440,-0.147354,0.026380,-0.127103
4.900,120760,5.884948,5.573701,6.449979,-0.118709,-0.018119,-0.116844
4.920,120780,6.426037,5.702989,6.454768,-0.089798,-0.029311,-0.109649
4.940,120800,6.612785,5.602432,6.804321,-0.081937,0.042501,-0.079939
4.960,120820,6.766014,5.401319,7.196970,-0.086201,0.091263,-0.018253
4.980,120840,7.096414,5.310339,7.422025,-0.062885,0.119908,0.039303
5.000,120860,7.350199,5.171476,7.436390,-0.033441,0.138161,0.059021
5.020,120880,7.589619,5.185841,7.412448,-0.008793,0.094194,0.057156
5.040,120900,7.661446,5.228937,7.422025,0.006928,0.020251,0.017986
5.060,120920,7.613562,5.185841,7.259220,0.013723,-0.049296,-0.009859
5.080,120940,7.230489,5.061342,7.086837,-0.008660,-0.088199,-0.011591
5.100,120960,6.813898,4.888960,7.034164,-0.039703,-0.093395,0.012124
5.120,120980,6.172252,4.989516,6.928820,-0.090997,-0.047564,0.050628
5.140,121000,5.851429,5.410896,6.880936,-0.098991,-0.055691,0.072345
5.160,121020,6.411672,5.722142,6.756437,-0.065816,-0.083669,0.061953
5.180,121040,6.660669,5.918467,6.445191,-0.052093,-0.074876,0.066216
5.200,121060,6.397307,6.057330,6.387730,-0.016920,-0.079139,0.098991
5.220,121080,6.090849,6.167464,6.435614,0.020917,-0.080738,0.114179
5.240,121100,6.368577,6.157887,6.311116,0.032508,-0.120308,0.061686
5.260,121120,6.440403,5.702989,5.942409,-0.017320,-0.082337,0.031842
5.280,121140,6.100426,5.391742,5.640739,-0.081804,-0.073810,0.117776
5.300,121160,5.961562,5.453991,5.535394,-0.127502,-0.049828,0.200113
5.320,121180,5.597643,5.621585,5.540183,-0.130700,0.049828,0.187723
5.340,121200,5.975927,5.669470,5.410896,-0.067415,0.030377,0.142424
5.360,121220,6.665458,5.248090,5.204995,-0.015721,0.038637,0.083003
5.380,121240,7.211336,4.989516,5.176264,-0.032642,0.001998,0.033574
5.400,121260,7.872135,4.984728,5.329493,-0.063285,-0.047963,-0.006395
5.420,121280,8.437167,5.046977,5.224148,-0.106452,-0.039436,-0.022250
5.440,121300,8.303091,5.401319,4.927267,-0.158012,-0.013190,-0.039969
5.460,121320,7.374141,5.837064,4.946421,-0.166939,-0.000799,-0.101389
5.480,121340,6.876147,5.990293,5.109226,-0.122839,0.043167,-0.161609
5.500,121360,6.957550,5.750873,5.013458,-0.104320,0.146155,-0.138560
